symbol,strategy,exit_mode,p1,p2,p3,atr_per,sl_mult,trail_mult,sharpe,trades,plateau,wf_sharpe,wrc_p,wrc_sig
AAVEUSDT,donchian,chan,10,10,2.0,10,1.5,3.0,-4.341,63,false,0.000,1.0000,false
AAVEUSDT,donchian,chan_ts,10,10,2.0,10,1.5,3.0,-4.341,63,false,0.000,1.0000,false
AAVEUSDT,donchian,sig_be,10,10,2.0,10,1.5,3.0,-4.341,63,false,0.000,1.0000,false
AAVEUSDT,dual_momentum,chan,30,30,2.0,10,1.5,3.0,0.631,54,true,-0.164,0.4760,false
AAVEUSDT,dual_momentum,chan_ts,30,30,2.0,10,1.5,3.0,0.631,54,true,-0.164,0.4760,false
AAVEUSDT,dual_momentum,sig_be,30,30,2.0,10,1.5,3.0,0.631,54,true,-0.164,0.4760,false
AAVEUSDT,ema_crossover,chan,15,30,2.0,10,1.5,3.0,-1.106,207,false,0.000,1.0000,false
AAVEUSDT,ema_crossover,chan_ts,15,30,2.0,10,1.5,3.0,-1.106,207,false,0.000,1.0000,false
AAVEUSDT,ema_crossover,sig_be,15,30,2.0,10,1.5,3.0,-1.106,207,false,0.000,1.0000,false
AAVEUSDT,keltner_breakout,chan,15,15,1.5,10,1.5,3.0,-8.148,171,false,0.000,1.0000,false
AAVEUSDT,keltner_breakout,chan_ts,15,15,1.5,10,1.5,3.0,-8.148,171,false,0.000,1.0000,false
AAVEUSDT,keltner_breakout,sig_be,15,15,1.5,10,1.5,3.0,-8.148,171,false,0.000,1.0000,false
AAVEUSDT,supertrend,chan,21,21,3.5,21,2.5,3.0,1.698,144,false,0.000,1.0000,false
AAVEUSDT,supertrend,chan_ts,21,21,3.5,21,2.5,3.0,1.698,144,false,0.000,1.0000,false
AAVEUSDT,supertrend,sig_be,21,21,3.5,21,2.5,3.0,1.698,144,false,0.000,1.0000,false
AAVEUSDT,tsmom,chan,30,30,0.1,21,2.0,3.0,6.086,486,false,0.000,1.0000,false
AAVEUSDT,tsmom,chan_ts,30,30,0.1,21,2.0,3.0,6.086,486,false,0.000,1.0000,false
AAVEUSDT,tsmom,sig_be,30,30,0.1,21,2.0,3.0,6.086,486,false,0.000,1.0000,false
AAVEUSDT,rsi2,chan,4,50,5.0,10,2.0,3.0,7.243,306,false,0.000,1.0000,false
AAVEUSDT,rsi2,chan_ts,4,50,5.0,10,2.0,3.0,7.243,306,false,0.000,1.0000,false
AAVEUSDT,rsi2,sig_be,4,50,5.0,10,2.0,3.0,7.243,306,false,0.000,1.0000,false
AAVEUSDT,rsi_bb_mr,chan,14,25,1.5,10,2.0,3.0,9.813,324,true,9.410,0.4760,false
AAVEUSDT,rsi_bb_mr,chan_ts,14,25,1.5,10,2.0,3.0,9.813,324,true,9.410,0.4760,false
AAVEUSDT,rsi_bb_mr,sig_be,14,25,1.5,10,2.0,3.0,9.813,324,true,9.410,0.4760,false
ADAUSDT,donchian,chan,10,10,2.0,10,1.5,3.0,-7.066,63,false,0.000,1.0000,false
ADAUSDT,donchian,chan_ts,10,10,2.0,10,1.5,3.0,-7.066,63,false,0.000,1.0000,false
ADAUSDT,donchian,sig_be,10,10,2.0,10,1.5,3.0,-7.066,63,false,0.000,1.0000,false
ADAUSDT,dual_momentum,chan,50,50,2.0,21,2.5,3.0,0.678,54,true,-1.510,0.4570,false
ADAUSDT,dual_momentum,chan_ts,50,50,2.0,21,2.5,3.0,0.678,54,true,-1.510,0.4570,false
ADAUSDT,dual_momentum,sig_be,50,50,2.0,21,2.5,3.0,0.678,54,true,-1.510,0.4570,false
ADAUSDT,ema_crossover,chan,12,40,2.0,10,2.0,3.0,0.666,207,false,0.000,1.0000,false
ADAUSDT,ema_crossover,chan_ts,12,40,2.0,10,2.0,3.0,0.666,207,false,0.000,1.0000,false
ADAUSDT,ema_crossover,sig_be,12,40,2.0,10,2.0,3.0,0.666,207,false,0.000,1.0000,false
ADAUSDT,keltner_breakout,chan,30,30,1.5,10,1.5,3.0,-3.898,171,false,0.000,1.0000,false
ADAUSDT,keltner_breakout,chan_ts,30,30,1.5,10,1.5,3.0,-3.898,171,false,0.000,1.0000,false
ADAUSDT,keltner_breakout,sig_be,30,30,1.5,10,1.5,3.0,-3.898,171,false,0.000,1.0000,false
ADAUSDT,supertrend,chan,14,14,3.5,10,1.5,3.0,2.551,144,false,0.000,1.0000,false
ADAUSDT,supertrend,chan_ts,14,14,3.5,10,1.5,3.0,2.551,144,false,0.000,1.0000,false
ADAUSDT,supertrend,sig_be,14,14,3.5,10,1.5,3.0,2.551,144,false,0.000,1.0000,false
ADAUSDT,tsmom,chan,30,15,0.2,21,2.5,3.0,3.869,486,false,0.000,1.0000,false
ADAUSDT,tsmom,chan_ts,30,15,0.2,21,2.5,3.0,3.869,486,false,0.000,1.0000,false
ADAUSDT,tsmom,sig_be,30,15,0.2,21,2.5,3.0,3.869,486,false,0.000,1.0000,false
ADAUSDT,rsi2,chan,5,50,10.0,10,1.5,3.0,3.352,306,false,0.000,1.0000,false
ADAUSDT,rsi2,chan_ts,5,50,10.0,10,1.5,3.0,3.352,306,false,0.000,1.0000,false
ADAUSDT,rsi2,sig_be,5,50,10.0,10,1.5,3.0,3.352,306,false,0.000,1.0000,false
ADAUSDT,rsi_bb_mr,chan,14,25,2.0,21,2.5,3.0,10.536,324,false,0.000,1.0000,false
ADAUSDT,rsi_bb_mr,chan_ts,14,25,2.0,21,2.5,3.0,10.536,324,false,0.000,1.0000,false
ADAUSDT,rsi_bb_mr,sig_be,14,25,2.0,21,2.5,3.0,10.536,324,false,0.000,1.0000,false
APTUSDT,donchian,chan,15,15,2.0,10,1.5,3.0,-8.163,63,false,0.000,1.0000,false
APTUSDT,donchian,chan_ts,15,15,2.0,10,1.5,3.0,-8.163,63,false,0.000,1.0000,false
APTUSDT,donchian,sig_be,15,15,2.0,10,1.5,3.0,-8.163,63,false,0.000,1.0000,false
APTUSDT,dual_momentum,chan,50,50,2.0,21,2.5,3.0,0.671,54,true,-1.103,0.5130,false
APTUSDT,dual_momentum,chan_ts,50,50,2.0,21,2.5,3.0,0.671,54,true,-1.103,0.5130,false
APTUSDT,dual_momentum,sig_be,50,50,2.0,21,2.5,3.0,0.671,54,true,-1.103,0.5130,false
APTUSDT,ema_crossover,chan,10,50,2.0,10,2.0,3.0,0.994,207,false,0.000,1.0000,false
APTUSDT,ema_crossover,chan_ts,10,50,2.0,10,2.0,3.0,0.994,207,false,0.000,1.0000,false
APTUSDT,ema_crossover,sig_be,10,50,2.0,10,2.0,3.0,0.994,207,false,0.000,1.0000,false
APTUSDT,keltner_breakout,chan,30,30,1.5,21,2.5,3.0,-3.030,171,false,0.000,1.0000,false
APTUSDT,keltner_breakout,chan_ts,30,30,1.5,21,2.5,3.0,-3.030,171,false,0.000,1.0000,false
APTUSDT,keltner_breakout,sig_be,30,30,1.5,21,2.5,3.0,-3.030,171,false,0.000,1.0000,false
APTUSDT,supertrend,chan,14,14,3.5,21,2.5,3.0,2.142,144,false,0.000,1.0000,false
APTUSDT,supertrend,chan_ts,14,14,3.5,21,2.5,3.0,2.142,144,false,0.000,1.0000,false
APTUSDT,supertrend,sig_be,14,14,3.5,21,2.5,3.0,2.142,144,false,0.000,1.0000,false
APTUSDT,tsmom,chan,50,30,0.1,21,2.5,3.0,5.783,486,false,0.000,1.0000,false
APTUSDT,tsmom,chan_ts,50,30,0.1,21,2.5,3.0,5.783,486,false,0.000,1.0000,false
APTUSDT,tsmom,sig_be,50,30,0.1,21,2.5,3.0,5.783,486,false,0.000,1.0000,false
APTUSDT,rsi2,chan,3,10,20.0,10,2.0,3.0,14.099,288,false,0.000,1.0000,false
APTUSDT,rsi2,chan_ts,3,10,20.0,10,2.0,3.0,14.099,288,false,0.000,1.0000,false
APTUSDT,rsi2,sig_be,3,10,20.0,10,2.0,3.0,14.099,288,false,0.000,1.0000,false
APTUSDT,rsi_bb_mr,chan,14,20,2.5,10,1.5,3.0,15.364,324,false,0.000,1.0000,false
APTUSDT,rsi_bb_mr,chan_ts,14,20,2.5,10,1.5,3.0,15.364,324,false,0.000,1.0000,false
APTUSDT,rsi_bb_mr,sig_be,14,20,2.5,10,1.5,3.0,15.364,324,false,0.000,1.0000,false
ARBUSDT,donchian,chan,10,10,2.0,10,1.5,3.0,-10.645,63,false,0.000,1.0000,false
ARBUSDT,donchian,chan_ts,10,10,2.0,10,1.5,3.0,-10.645,63,false,0.000,1.0000,false
ARBUSDT,donchian,sig_be,10,10,2.0,10,1.5,3.0,-10.645,63,false,0.000,1.0000,false
ARBUSDT,dual_momentum,chan,40,40,2.0,10,2.0,3.0,2.942,54,true,2.615,0.4910,false
ARBUSDT,dual_momentum,chan_ts,40,40,2.0,10,2.0,3.0,2.942,54,true,2.615,0.4910,false
ARBUSDT,dual_momentum,sig_be,40,40,2.0,10,2.0,3.0,2.942,54,true,2.615,0.4910,false
ARBUSDT,ema_crossover,chan,8,20,2.0,21,2.5,3.0,0.268,207,false,0.000,1.0000,false
ARBUSDT,ema_crossover,chan_ts,8,20,2.0,21,2.5,3.0,0.268,207,false,0.000,1.0000,false
ARBUSDT,ema_crossover,sig_be,8,20,2.0,21,2.5,3.0,0.268,207,false,0.000,1.0000,false
ARBUSDT,keltner_breakout,chan,25,25,1.5,10,2.0,3.0,-3.555,171,false,0.000,1.0000,false
ARBUSDT,keltner_breakout,chan_ts,25,25,1.5,10,2.0,3.0,-3.555,171,false,0.000,1.0000,false
ARBUSDT,keltner_breakout,sig_be,25,25,1.5,10,2.0,3.0,-3.555,171,false,0.000,1.0000,false
ARBUSDT,supertrend,chan,7,7,3.5,10,1.5,3.0,3.496,144,false,0.000,1.0000,false
ARBUSDT,supertrend,chan_ts,7,7,3.5,10,1.5,3.0,3.496,144,false,0.000,1.0000,false
ARBUSDT,supertrend,sig_be,7,7,3.5,10,1.5,3.0,3.496,144,false,0.000,1.0000,false
ARBUSDT,tsmom,chan,10,15,0.1,10,2.0,3.0,9.371,486,false,0.000,1.0000,false
ARBUSDT,tsmom,chan_ts,10,15,0.1,10,2.0,3.0,9.371,486,false,0.000,1.0000,false
ARBUSDT,tsmom,sig_be,10,15,0.1,10,2.0,3.0,9.371,486,false,0.000,1.0000,false
ARBUSDT,rsi2,chan,4,20,15.0,21,2.5,3.0,15.505,270,false,0.000,1.0000,false
ARBUSDT,rsi2,chan_ts,4,20,15.0,21,2.5,3.0,15.505,270,false,0.000,1.0000,false
ARBUSDT,rsi2,sig_be,4,20,15.0,21,2.5,3.0,15.505,270,false,0.000,1.0000,false
ARBUSDT,rsi_bb_mr,chan,2,25,2.5,21,2.5,3.0,12.199,324,false,0.000,1.0000,false
ARBUSDT,rsi_bb_mr,chan_ts,2,25,2.5,21,2.5,3.0,12.199,324,false,0.000,1.0000,false
ARBUSDT,rsi_bb_mr,sig_be,2,25,2.5,21,2.5,3.0,12.199,324,false,0.000,1.0000,false
AVAXUSDT,donchian,chan,10,10,2.0,10,1.5,3.0,-5.613,63,false,0.000,1.0000,false
AVAXUSDT,donchian,chan_ts,10,10,2.0,10,1.5,3.0,-5.613,63,false,0.000,1.0000,false
AVAXUSDT,donchian,sig_be,10,10,2.0,10,1.5,3.0,-5.613,63,false,0.000,1.0000,false
AVAXUSDT,dual_momentum,chan,50,50,2.0,21,2.5,3.0,1.355,54,true,-0.130,0.4840,false
AVAXUSDT,dual_momentum,chan_ts,50,50,2.0,21,2.5,3.0,1.355,54,true,-0.130,0.4840,false
AVAXUSDT,dual_momentum,sig_be,50,50,2.0,21,2.5,3.0,1.355,54,true,-0.130,0.4840,false
AVAXUSDT,ema_crossover,chan,20,50,2.0,21,2.5,3.0,1.277,207,false,0.000,1.0000,false
AVAXUSDT,ema_crossover,chan_ts,20,50,2.0,21,2.5,3.0,1.277,207,false,0.000,1.0000,false
AVAXUSDT,ema_crossover,sig_be,20,50,2.0,21,2.5,3.0,1.277,207,false,0.000,1.0000,false
AVAXUSDT,keltner_breakout,chan,10,10,2.5,10,1.5,3.0,2.218,171,false,0.000,1.0000,false
AVAXUSDT,keltner_breakout,chan_ts,10,10,2.5,10,1.5,3.0,2.218,171,false,0.000,1.0000,false
AVAXUSDT,keltner_breakout,sig_be,10,10,2.5,10,1.5,3.0,2.218,171,false,0.000,1.0000,false
AVAXUSDT,supertrend,chan,10,10,3.5,10,2.0,3.0,2.123,144,false,0.000,1.0000,false
AVAXUSDT,supertrend,chan_ts,10,10,3.5,10,2.0,3.0,2.123,144,false,0.000,1.0000,false
AVAXUSDT,supertrend,sig_be,10,10,3.5,10,2.0,3.0,2.123,144,false,0.000,1.0000,false
AVAXUSDT,tsmom,chan,20,15,0.2,10,1.5,3.0,5.621,486,false,0.000,1.0000,false
AVAXUSDT,tsmom,chan_ts,20,15,0.2,10,1.5,3.0,5.621,486,false,0.000,1.0000,false
AVAXUSDT,tsmom,sig_be,20,15,0.2,10,1.5,3.0,5.621,486,false,0.000,1.0000,false
AVAXUSDT,rsi2,chan,4,20,15.0,10,1.5,3.0,-1.689,288,false,0.000,1.0000,false
AVAXUSDT,rsi2,chan_ts,4,20,15.0,10,1.5,3.0,-1.689,288,false,0.000,1.0000,false
AVAXUSDT,rsi2,sig_be,4,20,15.0,10,1.5,3.0,-1.689,288,false,0.000,1.0000,false
AVAXUSDT,rsi_bb_mr,chan,14,25,2.5,21,2.5,3.0,8.186,324,false,0.000,1.0000,false
AVAXUSDT,rsi_bb_mr,chan_ts,14,25,2.5,21,2.5,3.0,8.186,324,false,0.000,1.0000,false
AVAXUSDT,rsi_bb_mr,sig_be,14,25,2.5,21,2.5,3.0,8.186,324,false,0.000,1.0000,false
BCHUSDT,donchian,chan,30,30,2.0,21,2.5,3.0,-6.653,63,false,0.000,1.0000,false
BCHUSDT,donchian,chan_ts,30,30,2.0,21,2.5,3.0,-6.653,63,false,0.000,1.0000,false
BCHUSDT,donchian,sig_be,30,30,2.0,21,2.5,3.0,-6.653,63,false,0.000,1.0000,false
BCHUSDT,dual_momentum,chan,50,50,2.0,21,2.5,3.0,0.747,54,true,-0.417,0.5200,false
BCHUSDT,dual_momentum,chan_ts,50,50,2.0,21,2.5,3.0,0.747,54,true,-0.417,0.5200,false
BCHUSDT,dual_momentum,sig_be,50,50,2.0,21,2.5,3.0,0.747,54,true,-0.417,0.5200,false
BCHUSDT,ema_crossover,chan,20,50,2.0,21,2.5,3.0,0.778,207,false,0.000,1.0000,false
BCHUSDT,ema_crossover,chan_ts,20,50,2.0,21,2.5,3.0,0.778,207,false,0.000,1.0000,false
BCHUSDT,ema_crossover,sig_be,20,50,2.0,21,2.5,3.0,0.778,207,false,0.000,1.0000,false
BCHUSDT,keltner_breakout,chan,10,10,2.0,10,1.5,3.0,-0.463,171,false,0.000,1.0000,false
BCHUSDT,keltner_breakout,chan_ts,10,10,2.0,10,1.5,3.0,-0.463,171,false,0.000,1.0000,false
BCHUSDT,keltner_breakout,sig_be,10,10,2.0,10,1.5,3.0,-0.463,171,false,0.000,1.0000,false
BCHUSDT,supertrend,chan,7,7,3.5,10,1.5,3.0,1.823,144,false,0.000,1.0000,false
BCHUSDT,supertrend,chan_ts,7,7,3.5,10,1.5,3.0,1.823,144,false,0.000,1.0000,false
BCHUSDT,supertrend,sig_be,7,7,3.5,10,1.5,3.0,1.823,144,false,0.000,1.0000,false
BCHUSDT,tsmom,chan,20,20,0.1,10,1.5,3.0,4.951,486,false,0.000,1.0000,false
BCHUSDT,tsmom,chan_ts,20,20,0.1,10,1.5,3.0,4.951,486,false,0.000,1.0000,false
BCHUSDT,tsmom,sig_be,20,20,0.1,10,1.5,3.0,4.951,486,false,0.000,1.0000,false
BCHUSDT,rsi2,chan,5,20,20.0,21,2.5,3.0,3.983,297,false,0.000,1.0000,false
BCHUSDT,rsi2,chan_ts,5,20,20.0,21,2.5,3.0,3.983,297,false,0.000,1.0000,false
BCHUSDT,rsi2,sig_be,5,20,20.0,21,2.5,3.0,3.983,297,false,0.000,1.0000,false
BCHUSDT,rsi_bb_mr,chan,14,15,1.5,10,1.5,3.0,8.552,324,true,11.345,0.5200,false
BCHUSDT,rsi_bb_mr,chan_ts,14,15,1.5,10,1.5,3.0,8.552,324,true,11.345,0.5200,false
BCHUSDT,rsi_bb_mr,sig_be,14,15,1.5,10,1.5,3.0,8.552,324,true,11.345,0.5200,false
BNBUSDT,donchian,chan,15,15,2.0,10,1.5,3.0,3.315,63,true,-9.633,0.4730,false
BNBUSDT,donchian,chan_ts,15,15,2.0,10,1.5,3.0,3.315,63,true,-9.633,0.4730,false
BNBUSDT,donchian,sig_be,15,15,2.0,10,1.5,3.0,3.315,63,true,-9.633,0.4730,false
BNBUSDT,dual_momentum,chan,40,40,2.0,10,1.5,3.0,1.037,54,true,-2.417,0.4730,false
BNBUSDT,dual_momentum,chan_ts,40,40,2.0,10,1.5,3.0,1.037,54,true,-2.417,0.4730,false
BNBUSDT,dual_momentum,sig_be,40,40,2.0,10,1.5,3.0,1.037,54,true,-2.417,0.4730,false
BNBUSDT,ema_crossover,chan,15,40,2.0,21,2.5,3.0,0.677,207,false,0.000,1.0000,false
BNBUSDT,ema_crossover,chan_ts,15,40,2.0,21,2.5,3.0,0.677,207,false,0.000,1.0000,false
BNBUSDT,ema_crossover,sig_be,15,40,2.0,21,2.5,3.0,0.677,207,false,0.000,1.0000,false
BNBUSDT,keltner_breakout,chan,15,15,2.5,10,2.0,3.0,1.723,171,false,0.000,1.0000,false
BNBUSDT,keltner_breakout,chan_ts,15,15,2.5,10,2.0,3.0,1.723,171,false,0.000,1.0000,false
BNBUSDT,keltner_breakout,sig_be,15,15,2.5,10,2.0,3.0,1.723,171,false,0.000,1.0000,false
BNBUSDT,supertrend,chan,21,21,3.0,21,2.5,3.0,1.133,144,false,0.000,1.0000,false
BNBUSDT,supertrend,chan_ts,21,21,3.0,21,2.5,3.0,1.133,144,false,0.000,1.0000,false
BNBUSDT,supertrend,sig_be,21,21,3.0,21,2.5,3.0,1.133,144,false,0.000,1.0000,false
BNBUSDT,tsmom,chan,10,15,0.1,10,1.5,3.0,3.550,486,false,0.000,1.0000,false
BNBUSDT,tsmom,chan_ts,10,15,0.1,10,1.5,3.0,3.550,486,false,0.000,1.0000,false
BNBUSDT,tsmom,sig_be,10,15,0.1,10,1.5,3.0,3.550,486,false,0.000,1.0000,false
BNBUSDT,rsi2,chan,2,10,15.0,10,1.5,3.0,-2.205,297,false,0.000,1.0000,false
BNBUSDT,rsi2,chan_ts,2,10,15.0,10,1.5,3.0,-2.205,297,false,0.000,1.0000,false
BNBUSDT,rsi2,sig_be,2,10,15.0,10,1.5,3.0,-2.205,297,false,0.000,1.0000,false
BNBUSDT,rsi_bb_mr,chan,14,25,2.5,21,2.5,3.0,9.965,324,false,0.000,1.0000,false
BNBUSDT,rsi_bb_mr,chan_ts,14,25,2.5,21,2.5,3.0,9.965,324,false,0.000,1.0000,false
BNBUSDT,rsi_bb_mr,sig_be,14,25,2.5,21,2.5,3.0,9.965,324,false,0.000,1.0000,false
BTCUSDT,donchian,chan,30,30,2.0,21,2.5,3.0,2.199,63,true,-2.983,0.4800,false
BTCUSDT,donchian,chan_ts,30,30,2.0,21,2.5,3.0,2.199,63,true,-2.983,0.4800,false
BTCUSDT,donchian,sig_be,30,30,2.0,21,2.5,3.0,2.199,63,true,-2.983,0.4800,false
BTCUSDT,dual_momentum,chan,15,15,2.0,10,1.5,3.0,0.394,54,true,-1.061,0.4800,false
BTCUSDT,dual_momentum,chan_ts,15,15,2.0,10,1.5,3.0,0.394,54,true,-1.061,0.4800,false
BTCUSDT,dual_momentum,sig_be,15,15,2.0,10,1.5,3.0,0.394,54,true,-1.061,0.4800,false
BTCUSDT,ema_crossover,chan,20,50,2.0,21,2.5,3.0,0.749,207,false,0.000,1.0000,false
BTCUSDT,ema_crossover,chan_ts,20,50,2.0,21,2.5,3.0,0.749,207,false,0.000,1.0000,false
BTCUSDT,ema_crossover,sig_be,20,50,2.0,21,2.5,3.0,0.749,207,false,0.000,1.0000,false
BTCUSDT,keltner_breakout,chan,15,15,3.0,10,1.5,3.0,7.768,171,false,0.000,1.0000,false
BTCUSDT,keltner_breakout,chan_ts,15,15,3.0,10,1.5,3.0,7.768,171,false,0.000,1.0000,false
BTCUSDT,keltner_breakout,sig_be,15,15,3.0,10,1.5,3.0,7.768,171,false,0.000,1.0000,false
BTCUSDT,supertrend,chan,7,7,2.5,10,1.5,3.0,0.280,144,false,0.000,1.0000,false
BTCUSDT,supertrend,chan_ts,7,7,2.5,10,1.5,3.0,0.280,144,false,0.000,1.0000,false
BTCUSDT,supertrend,sig_be,7,7,2.5,10,1.5,3.0,0.280,144,false,0.000,1.0000,false
BTCUSDT,tsmom,chan,20,30,0.1,10,2.5,3.0,3.919,486,false,0.000,1.0000,false
BTCUSDT,tsmom,chan_ts,20,30,0.1,10,2.5,3.0,3.919,486,false,0.000,1.0000,false
BTCUSDT,tsmom,sig_be,20,30,0.1,10,2.5,3.0,3.919,486,false,0.000,1.0000,false
BTCUSDT,rsi2,chan,5,20,15.0,10,1.5,3.0,12.161,315,false,0.000,1.0000,false
BTCUSDT,rsi2,chan_ts,5,20,15.0,10,1.5,3.0,12.161,315,false,0.000,1.0000,false
BTCUSDT,rsi2,sig_be,5,20,15.0,10,1.5,3.0,12.161,315,false,0.000,1.0000,false
BTCUSDT,rsi_bb_mr,chan,10,20,2.0,21,2.5,3.0,6.701,324,false,0.000,1.0000,false
BTCUSDT,rsi_bb_mr,chan_ts,10,20,2.0,21,2.5,3.0,6.701,324,false,0.000,1.0000,false
BTCUSDT,rsi_bb_mr,sig_be,10,20,2.0,21,2.5,3.0,6.701,324,false,0.000,1.0000,false
CRVUSDT,donchian,chan,10,10,2.0,10,1.5,3.0,-6.475,63,false,0.000,1.0000,false
CRVUSDT,donchian,chan_ts,10,10,2.0,10,1.5,3.0,-6.475,63,false,0.000,1.0000,false
CRVUSDT,donchian,sig_be,10,10,2.0,10,1.5,3.0,-6.475,63,false,0.000,1.0000,false
CRVUSDT,dual_momentum,chan,10,10,2.0,10,1.5,3.0,0.795,54,true,-0.832,0.5150,false
CRVUSDT,dual_momentum,chan_ts,10,10,2.0,10,1.5,3.0,0.795,54,true,-0.832,0.5150,false
CRVUSDT,dual_momentum,sig_be,10,10,2.0,10,1.5,3.0,0.795,54,true,-0.832,0.5150,false
CRVUSDT,ema_crossover,chan,5,20,2.0,10,2.0,3.0,0.008,207,false,0.000,1.0000,false
CRVUSDT,ema_crossover,chan_ts,5,20,2.0,10,2.0,3.0,0.008,207,false,0.000,1.0000,false
CRVUSDT,ema_crossover,sig_be,5,20,2.0,10,2.0,3.0,0.008,207,false,0.000,1.0000,false
CRVUSDT,keltner_breakout,chan,15,15,1.5,10,1.5,3.0,-8.628,171,false,0.000,1.0000,false
CRVUSDT,keltner_breakout,chan_ts,15,15,1.5,10,1.5,3.0,-8.628,171,false,0.000,1.0000,false
CRVUSDT,keltner_breakout,sig_be,15,15,1.5,10,1.5,3.0,-8.628,171,false,0.000,1.0000,false
CRVUSDT,supertrend,chan,10,10,3.0,21,2.5,3.0,1.591,144,false,0.000,1.0000,false
CRVUSDT,supertrend,chan_ts,10,10,3.0,21,2.5,3.0,1.591,144,false,0.000,1.0000,false
CRVUSDT,supertrend,sig_be,10,10,3.0,21,2.5,3.0,1.591,144,false,0.000,1.0000,false
CRVUSDT,tsmom,chan,40,30,0.1,10,2.0,3.0,7.879,486,false,0.000,1.0000,false
CRVUSDT,tsmom,chan_ts,40,30,0.1,10,2.0,3.0,7.879,486,false,0.000,1.0000,false
CRVUSDT,tsmom,sig_be,40,30,0.1,10,2.0,3.0,7.879,486,false,0.000,1.0000,false
CRVUSDT,rsi2,chan,4,50,5.0,10,1.5,3.0,32.454,306,false,0.000,1.0000,false
CRVUSDT,rsi2,chan_ts,4,50,5.0,10,1.5,3.0,32.454,306,false,0.000,1.0000,false
CRVUSDT,rsi2,sig_be,4,50,5.0,10,1.5,3.0,32.454,306,false,0.000,1.0000,false
CRVUSDT,rsi_bb_mr,chan,2,20,2.5,10,1.5,3.0,13.141,324,false,0.000,1.0000,false
CRVUSDT,rsi_bb_mr,chan_ts,2,20,2.5,10,1.5,3.0,13.141,324,false,0.000,1.0000,false
CRVUSDT,rsi_bb_mr,sig_be,2,20,2.5,10,1.5,3.0,13.141,324,false,0.000,1.0000,false
DOGEUSDT,donchian,chan,15,15,2.0,10,1.5,3.0,-2.858,63,false,0.000,1.0000,false
DOGEUSDT,donchian,chan_ts,15,15,2.0,10,1.5,3.0,-2.858,63,false,0.000,1.0000,false
DOGEUSDT,donchian,sig_be,15,15,2.0,10,1.5,3.0,-2.858,63,false,0.000,1.0000,false
DOGEUSDT,dual_momentum,chan,30,30,2.0,10,1.5,3.0,0.664,54,true,-1.121,0.4860,false
DOGEUSDT,dual_momentum,chan_ts,30,30,2.0,10,1.5,3.0,0.664,54,true,-1.121,0.4860,false
DOGEUSDT,dual_momentum,sig_be,30,30,2.0,10,1.5,3.0,0.664,54,true,-1.121,0.4860,false
DOGEUSDT,ema_crossover,chan,8,20,2.0,10,2.0,3.0,0.651,207,false,0.000,1.0000,false
DOGEUSDT,ema_crossover,chan_ts,8,20,2.0,10,2.0,3.0,0.651,207,false,0.000,1.0000,false
DOGEUSDT,ema_crossover,sig_be,8,20,2.0,10,2.0,3.0,0.651,207,false,0.000,1.0000,false
DOGEUSDT,keltner_breakout,chan,10,10,2.0,10,1.5,3.0,-5.608,171,false,0.000,1.0000,false
DOGEUSDT,keltner_breakout,chan_ts,10,10,2.0,10,1.5,3.0,-5.608,171,false,0.000,1.0000,false
DOGEUSDT,keltner_breakout,sig_be,10,10,2.0,10,1.5,3.0,-5.608,171,false,0.000,1.0000,false
DOGEUSDT,supertrend,chan,14,14,3.0,10,1.5,3.0,2.700,144,false,0.000,1.0000,false
DOGEUSDT,supertrend,chan_ts,14,14,3.0,10,1.5,3.0,2.700,144,false,0.000,1.0000,false
DOGEUSDT,supertrend,sig_be,14,14,3.0,10,1.5,3.0,2.700,144,false,0.000,1.0000,false
DOGEUSDT,tsmom,chan,50,15,0.1,10,1.5,3.0,3.953,486,false,0.000,1.0000,false
DOGEUSDT,tsmom,chan_ts,50,15,0.1,10,1.5,3.0,3.953,486,false,0.000,1.0000,false
DOGEUSDT,tsmom,sig_be,50,15,0.1,10,1.5,3.0,3.953,486,false,0.000,1.0000,false
DOGEUSDT,rsi2,chan,5,20,20.0,21,2.0,3.0,3.423,306,false,0.000,1.0000,false
DOGEUSDT,rsi2,chan_ts,5,20,20.0,21,2.0,3.0,3.423,306,false,0.000,1.0000,false
DOGEUSDT,rsi2,sig_be,5,20,20.0,21,2.0,3.0,3.423,306,false,0.000,1.0000,false
DOGEUSDT,rsi_bb_mr,chan,14,15,2.0,10,1.5,3.0,5.394,324,false,0.000,1.0000,false
DOGEUSDT,rsi_bb_mr,chan_ts,14,15,2.0,10,1.5,3.0,5.394,324,false,0.000,1.0000,false
DOGEUSDT,rsi_bb_mr,sig_be,14,15,2.0,10,1.5,3.0,5.394,324,false,0.000,1.0000,false
DOTUSDT,donchian,chan,10,10,2.0,10,1.5,3.0,-7.066,63,false,0.000,1.0000,false
DOTUSDT,donchian,chan_ts,10,10,2.0,10,1.5,3.0,-7.066,63,false,0.000,1.0000,false
DOTUSDT,donchian,sig_be,10,10,2.0,10,1.5,3.0,-7.066,63,false,0.000,1.0000,false
DOTUSDT,dual_momentum,chan,40,40,2.0,10,1.5,3.0,1.072,54,true,3.147,0.4850,false
DOTUSDT,dual_momentum,chan_ts,40,40,2.0,10,1.5,3.0,1.072,54,true,3.147,0.4850,false
DOTUSDT,dual_momentum,sig_be,40,40,2.0,10,1.5,3.0,1.072,54,true,3.147,0.4850,false
